,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
2481,2482,0.6556015979953254,0.028578307638470222,0.07133678921292036,0.16798693661201797,-0.5734607992993679,0.1024432061723104,-1.1464540504195007,-0.30154048869849964,0,0,0,1,0,0,0,0
2482,2483,-1.1380868319134783,0.2608218101906332,0.7181819365700493,-0.29076262355273175,-1.5324984308962475,0.8379768538362624,0.3044964965495855,1.5053895730135058,0,0,0,0,0,1,0,0
2483,2484,-0.9696895051239152,2.6164964842018636,-2.836067995374477,2.6878512660765006,1.0703908054424476,-0.015287898271181488,2.5163152395700767,-0.6629265010409007,0,1,0,0,0,0,0,0
2484,2485,1.590971121832251,1.1921025847860784,-0.026428356722735774,0.918363917470967,-0.6107194485455558,0.1310187169595658,0.06115444968324133,-0.6629265010409007,0,0,1,0,0,0,0,0
2485,2486,-0.5344707508571183,-0.9026254219211565,-0.8792089454229208,-0.47892199174720224,-0.029111933812560817,0.25646520931561634,0.31136542830934694,0.42123153598630253,0,0,0,0,1,0,0,0
2486,2487,-2.2524673529119394,0.2521985316943226,-1.88843024411658,2.387003166088227,0.3349050693226959,0.5487926846692384,1.9785383551917954,0.05984552364390145,0,0,0,1,0,0,0,0
2487,2488,-0.804700193439093,-0.9767497666094487,0.19281583058973625,-0.7822501294719975,0.6586827312720698,-0.8425489355622231,0.33395927554573945,-1.0243125133833018,0,1,0,0,0,0,0,0
2488,2489,-0.0007862518947699897,-0.06945418823697579,0.40233077503057246,-0.7555987178256877,-1.3029851515397295,0.6619517073867698,-0.8387093766343973,0.05984552364390145,0,0,0,1,0,0,0,0
2489,2490,-0.884306833447577,-0.006569714232673224,0.7495707301778869,-0.04801489362671599,-0.33984906852576896,-0.07672524646378043,0.09372591552885284,1.5053895730135058,1,0,0,0,0,0,0,0
2490,2491,2.7770877624159214,2.47627902595306,0.4465040752679144,1.8641836269544982,-0.21913104496811997,0.9737105300757252,1.9290713854376507,1.5053895730135058,0,0,0,0,0,1,0,0
2491,2492,-0.5357808917991908,-0.308912093405492,-0.5118966414244686,0.7092309636326124,-0.13939753558127746,-0.23046149449921405,-0.21404492436999534,-0.6629265010409007,0,0,0,1,0,0,0,0
2492,2493,1.272932161472859,-0.11799524708933876,0.5229721442036825,0.08698723174900622,0.4369937682572511,-0.10101443063294746,-0.3740862644406647,-1.0243125133833018,0,0,0,0,1,0,0,0
2493,2494,0.09047440121985405,-0.08916060993585721,0.5179046982003797,-0.41769589371364435,-0.4151115400030687,0.5525075010715819,-0.8101050087236107,0.42123153598630253,0,0,0,0,1,0,0,0
2494,2495,-0.908461166615907,1.0110352620262693,-3.2116730363753603,2.770027588830469,0.892667048538131,0.12101728818402635,0.9199605503592297,0.42123153598630253,0,1,0,0,0,0,0,0
2495,2496,3.2566797339653513,0.7700265927046932,0.7729984509085567,2.591201186450144,2.198210118124559,-0.8802686098014002,1.733128562380847,0.42123153598630253,0,1,0,0,0,0,0,0
2496,2497,1.7001492872644886,1.1770290347951937,0.1190416745761192,-0.5663439076266906,0.40457874341306765,-0.647663951993142,0.15476685221672862,-1.0243125133833018,0,1,0,0,0,0,0,0
2497,2498,0.22640330293595248,0.19962241980592668,0.7250553430888923,0.6734511439789832,-0.32457302233483204,-0.7419631375910845,-0.7889306243203279,-1.0243125133833018,0,0,0,0,0,0,0,1
2498,2499,-0.2878811289187204,-0.038931283407368414,0.1447311396229732,-0.3174613749876848,0.6482503094831373,-0.8345477925417917,-0.692412716907791,-0.30154048869849964,0,1,0,0,0,0,0,0
2499,2500,-0.2513238962316952,-0.7232410367101205,1.0868812957711493,-0.7055845594770832,1.4660776604369645,-0.8902700385769395,0.13169478789939884,-0.30154048869849964,0,0,0,0,0,0,1,0
2500,2501,-2.0945757638741003,0.7740212511184829,-0.7794552046227242,-1.0190460133904615,1.90908299997414,-0.6585226460922988,1.3764717975503764,1.1440035606711048,0,0,1,0,0,0,0,0
2501,2502,-0.689893098429107,-0.6488978455332723,-0.7244139659208945,-0.19547413384197748,-1.712457706755336,0.9759965709387055,0.1849931109479268,0.05984552364390145,1,0,0,0,0,0,0,0
2502,2503,-0.4022366199917589,-0.23628011620592274,-0.23014657391228746,0.3967816046309613,0.18736081830779142,-0.48106872410344326,-0.4642612256950266,1.5053895730135058,0,0,0,1,0,0,0,0
2503,2504,-2.1038707419584735,-0.23799829767834382,-1.491336879494378,3.583440656817224,-0.19491292295809762,0.955136448064009,1.6742117378065018,-0.30154048869849964,0,1,0,0,0,0,0,0
2504,2505,0.27319988928167366,-0.0696801790769748,-0.13540554417952566,0.7102924001539676,-0.32457302233483204,-0.6348049721388769,-1.106516951085978,-0.30154048869849964,0,0,0,0,0,1,0,0
2505,2506,-0.5320267511743003,-0.42179043839217395,0.11764901004513491,-0.5084990972622353,0.3337873098453106,-0.5933704814973568,-0.2674961385838856,0.42123153598630253,0,0,0,0,0,1,0,0
2506,2507,-0.7153161408484876,-0.2258797727356919,-0.4507475052263943,-0.2763236692508506,-0.9553619540727951,0.3953421917416775,-0.1096585336155107,-1.747084538068104,0,1,0,0,0,0,0,0
2507,2508,1.2733276964151974,-1.5490222719801174,0.04028585543789118,-0.8487249773461194,0.4120304732623054,-0.08186883840548642,0.5801481049249972,-0.6629265010409007,0,0,0,0,0,0,1,0
2508,2509,0.1307915866309884,-0.04917635926455377,1.102458066150018,0.6588413637894754,0.9332789762164755,-0.48164023431918834,-0.3434200585438143,-0.6629265010409007,0,0,0,0,0,0,1,0
2509,2510,-0.2131316383374205,-0.240078653201154,-0.2323937877912305,-0.8666459201398804,0.23244378389567874,-0.5156450921560223,-0.6263291299966186,0.7826175483287037,0,0,0,0,0,1,0,0
2510,2511,0.7562199718759398,-0.2913303461322045,-0.3720494003328818,-0.9762938094372005,0.02193241565471661,-0.3541934562080298,-0.7182492563321431,0.05984552364390145,1,0,0,0,0,0,0,0
2511,2512,0.4319099663845315,0.11543783596077965,-0.1912764233703519,-0.7885065625206743,-0.955734540565257,0.39562794684955005,-1.251797398576409,-1.3856985257257028,0,0,1,0,0,0,0,0
2512,2513,0.06195213195079681,-0.220912493416551,-0.1708570872380478,-1.0215268370004105,-0.3912660044855085,-0.03729104157736818,-0.8593935204306768,0.42123153598630253,0,1,0,0,0,0,0,0
2513,2514,-0.10330700216399492,-0.023224556346612798,0.3820027043261963,-0.49980301911135755,-1.0075240630174584,0.43534790684383484,-0.7936803956056159,0.7826175483287037,0,0,1,0,0,0,0,0
2514,2515,-0.7140746847088978,-0.7065890011448985,0.3270117264223081,-0.25512232152526887,-0.7575185265755369,0.24360622946135146,0.09583809572790174,-1.0243125133833018,0,0,1,0,0,0,0,0
2515,2516,0.055987982762471536,0.1294297283134416,0.9606515329835933,-0.43026646630362464,1.1568308716936038,-0.6530932990427203,-0.4935542167907557,-0.6629265010409007,0,0,0,0,1,0,0,0
2516,2517,-0.8953522023034998,0.4935354308756744,1.2107431115199316,0.7199724177245217,-1.0257808011480907,0.4493499071295899,0.34904248285447337,0.7826175483287037,0,0,0,1,0,0,0,0
2517,2518,0.819351786035613,-0.28940482154815433,0.9079928610206132,0.6781352701009867,-0.8678041283442534,0.8996999571367339,-0.36249429879656053,0.05984552364390145,0,0,0,0,1,0,0,0
2518,2519,-0.16492252288973933,0.4624599298518054,0.031069864815400694,-1.0708529453389788,-0.8420956603643835,0.30847263894842136,-0.8870547201959987,1.1440035606711048,0,0,0,0,0,1,0,0
2519,2520,0.18191427547957562,-0.1453497532807786,0.852004985419243,-1.137351282618884,-0.1427508140134345,-0.22788969852836116,-0.5487346358979438,0.7826175483287037,0,1,0,0,0,0,0,0
2520,2521,-0.6121901296430277,-0.5747372909643723,-0.7333744274461246,-0.4283335679344264,-1.5071625494088399,0.8185455065009286,0.08749267654903789,-0.30154048869849964,0,0,0,0,0,1,0,0
2521,2522,-1.2764339299363219,0.9549934071812094,-0.6850288089210433,1.3662913560904193,0.5476519565184298,0.3856265180740106,0.5618550696010689,1.5053895730135058,1,0,0,0,0,0,0,0
2522,2523,-0.9167401138013087,0.13230544585143234,1.0966050114621309,-0.7861564235078539,-0.8264470276809847,0.2964709244177741,0.2914726168058893,1.1440035606711048,0,0,1,0,0,0,0,0
2523,2524,-0.47029725277862006,-0.4600799252946397,0.30783968576536225,-0.4556692160314621,-0.632702051600807,0.1478782683240465,-0.26803780228874713,0.05984552364390145,0,0,0,0,0,1,0,0
2524,2525,0.5522436835525941,0.9051464105333906,-0.27521276059182104,-0.9711709442258984,-0.1062373377521703,0.31561651664523493,-0.8240791806986105,-1.3856985257257028,0,0,0,0,0,0,0,1
2525,2526,0.9749518912615718,0.3522533665085119,-0.12823966151146207,0.5028984721400159,0.8941573945079783,-0.45163594799257045,-0.8884946804289526,-0.6629265010409007,0,0,0,0,0,0,0,1
2526,2527,-0.46337331357287714,-0.4203373658010598,0.4144617496305977,-1.1784046686294714,0.680292747834859,-0.8591227318188313,-0.26840929516994544,-0.6629265010409007,0,0,1,0,0,0,0,0
2527,2528,-0.662749999396183,-2.1820624930175243,-2.1788680305597645,-0.4400679983328186,2.8364507797117597,-0.7982568938419774,2.047483416082172,1.5053895730135058,0,0,0,1,0,0,0,0
2528,2529,0.6777704683107816,1.1778369729011526,1.0132185216650818,-1.0695101454334337,1.373303623813956,-0.2476068009715673,-0.1488930206752455,-0.30154048869849964,0,1,0,0,0,0,0,0
2529,2530,1.3629748400942723,1.1024770605748695,-0.1364306631633693,-0.6232146111611776,-1.0790606695701395,0.4902128875553653,-0.18646147990346473,-1.0243125133833018,0,0,0,1,0,0,0,0
2530,2531,-1.7980337421112151,0.26110525424699127,2.721201871336365,1.3917308881280412,2.195602012677326,-0.8782683240462923,2.1303839964336415,-0.30154048869849964,0,1,0,0,0,0,0,0
2531,2532,0.7143076636691268,0.797845380771081,2.9555310296133865,1.7391994959470236,0.8636053021261039,0.14330618659808536,1.5142330027195232,0.7826175483287037,0,1,0,0,0,0,0,0
2532,2533,-0.8257359573929781,0.11287425435918076,0.927636331054058,0.032817827842630334,-0.4374667295507816,-0.2710387198171167,0.11264321854779857,0.05984552364390145,0,1,0,0,0,0,0,0
2533,2534,1.203030454453981,-0.15820383901368767,0.5075346471343323,-0.24555709629862624,1.3632437885174855,-0.8114016288041148,-0.4271594418063389,-1.3856985257257028,0,0,0,0,0,0,0,1
2534,2535,2.9071697204279423,2.217950540614111,1.2982504873937692,3.7800462919077256,1.5130235584871612,-0.35476496642377486,2.092523457067699,1.866775585355907,0,0,0,0,0,1,0,0
2535,2536,1.4140940780463283,-0.9662373727749799,-0.46329870855787453,2.5169486552459754,0.0908609167601643,0.735962280325761,0.23729401320743657,1.1440035606711048,0,0,0,0,0,1,0,0
2536,2537,2.3898728012339583,-2.9205776241468238,-1.5327214567415006,1.5972795876886055,1.0864120246183084,-0.027575367909701276,1.6197041029664014,0.05984552364390145,0,0,0,1,0,0,0,0
2537,2538,2.824810075380113,-1.9949717578448138,1.2469281693428058,2.520128905652305,1.3427515314320817,-0.22417488212601788,2.2270851303091472,1.5053895730135058,1,0,0,0,0,0,0,0
2538,2539,0.07428342147897932,-0.2118184465992886,-0.5377063331615846,-1.02830305371134,-0.6610186250279098,0.1695956565223602,-0.685127935783372,-0.30154048869849964,1,0,0,0,0,0,0,0
2539,2540,-0.3851374785163361,-0.13930346016433448,-0.1237156431235681,-0.3937537146353293,0.20338203748365233,-0.49335619374196304,-0.5493175452468734,1.866775585355907,0,0,0,0,0,1,0,0
2540,2541,2.408447598696759,2.970202878064005,-2.8601458809852254,2.6340848879396264,1.4608614495424983,-0.3147592513216173,3.0466682105321263,-0.30154048869849964,0,1,0,0,0,0,0,0
2541,2542,-0.7373737840439468,-0.41825845985680277,-0.7316257355079537,0.17870644951655806,-1.0965722347158477,0.5036433776253753,0.10749852092906982,0.05984552364390145,1,0,0,0,0,0,0,0
2542,2543,-0.24203982190382478,-0.1611083024532729,-0.09947938480253948,-0.9986742709788832,0.19704806711180023,-0.4884983569081298,-0.6769038729536845,0.05984552364390145,0,0,0,1,0,0,0,0
2543,2544,0.2702271488542638,1.1721315950646145,-0.2748102046081533,0.38244229628308685,0.535356602267188,-0.17645377911130167,-0.5776811486883835,-0.6629265010409007,0,0,0,0,0,0,0,1
2544,2545,-0.504622835534624,-0.3470197250833035,-0.4645825532834243,-0.5157466811039607,-1.3402438007859174,0.690527218174025,-0.24086518502666968,-1.747084538068104,0,1,0,0,0,0,0,0
2545,2546,-0.14737236538573734,0.11027976985223045,0.5435378953191882,0.4224412026868942,-0.0727045534306008,0.2898985569367052,-0.708467680580558,-1.3856985257257028,0,0,0,0,0,0,0,1
2546,2547,-2.525587814624553,-0.5845727078190425,-2.5503920753245235,0.004706851545081846,0.7995204254226609,0.7639662808972711,2.7176193820967143,1.5053895730135058,0,0,0,0,0,1,0,0
2547,2548,2.248320365180597,-2.755492371745966,1.046229481022597,1.9294083075468598,0.8822346267491977,0.12901843120445777,2.33335551394343,1.1440035606711048,0,0,1,0,0,0,0,0
2548,2549,-0.38160580648525394,0.4099730628684238,0.28467908859810065,-0.2831706217692746,0.5465341970410441,-0.18502643234747818,-0.6234411980647541,-1.0243125133833018,0,0,0,0,0,0,0,1
2549,2550,-0.9022266872313808,0.31232106914416663,0.7101170523087219,0.976678100067399,-0.9654217893692659,0.40305757965423616,0.06390013321129127,1.5053895730135058,1,0,0,0,0,0,0,0
2550,2551,0.4750396085455283,0.1662305893633979,-0.3478818051842387,0.739364505259861,-1.1308501920223408,0.5299328475496501,-1.131221494150132,-0.30154048869849964,0,0,0,0,0,1,0,0
2551,2552,1.075367945119128,1.3225139502411332,0.5080287926088316,1.7859782444766183,1.8856100509490414,-0.640520074296328,-0.15923962306278835,2.228161597698308,1,0,0,0,0,0,0,0
2552,2553,-0.01319297431305515,0.13000702393713234,1.4116651729711178,-0.389942456945159,0.9269450058446235,-0.4767823974853551,-0.03960042164046456,-0.30154048869849964,0,0,0,0,0,1,0,0
2553,2554,-0.5543813185980492,-0.32859206511912226,-0.614286774951744,0.02048695460841746,0.45823119832757847,-0.6888126875267895,-0.1431724210051331,-1.0243125133833018,0,0,1,0,0,0,0,0
2554,2555,-0.5467318717571167,-0.41624438493066646,-0.4202624603129112,-0.6952878161572601,0.5878912977043124,-0.7882554650664382,-0.1840064772944884,-0.30154048869849964,1,0,0,0,0,0,0,0
2555,2556,-0.6250021661386905,-0.41915479974555586,-0.5635501866914553,-0.48566204734346213,-0.22024880444550565,-0.16845263609087002,-0.06188845622863037,-0.6629265010409007,0,0,0,1,0,0,0,0
2556,2557,0.014642508532964647,0.2725033148532319,0.3229802008527904,0.7665245338697958,0.41016754079999607,-0.08044006286612371,-1.009533474197769,-0.6629265010409007,0,0,0,0,1,0,0,0
2557,2558,-0.7335217073343472,-0.6123091400156723,-0.7419481603233739,0.2546413493143199,0.6620360097042272,-0.8451207315330762,0.2065333827898164,-0.6629265010409007,0,0,0,0,0,1,0,0
2558,2559,0.9576239230500477,0.3690192743794277,0.764032795321225,-0.3588605842087823,1.1091398006584832,-0.6165166452350335,-0.5640676528369325,0.42123153598630253,0,0,0,0,1,0,0,0
2559,2560,-2.473955916746895,-2.8032370331055847,-3.1280229817171734,-0.4762183303455103,1.8252510391702172,-0.022717531075868047,3.9797255301905854,0.05984552364390145,0,1,0,0,0,0,0,0
2560,2561,-0.7874424309364438,0.19416515335239157,1.0152546994424947,-0.057752617828339826,0.48990105018683827,-0.7131018716959565,0.12349950758392596,1.1440035606711048,0,0,0,0,0,1,0,0
2561,2562,-0.5163629033545044,-0.37982012618968647,-0.28362957263821686,0.025125293375790787,-0.8081902895503524,0.2824689241320191,-0.2710686964038887,-1.0243125133833018,0,0,1,0,0,0,0,0
2562,2563,-0.5992325077771221,-0.7607435889609235,-0.7576115447602381,-0.9190594017701157,-1.1587941789569816,0.5513644806400917,0.2012733547550808,-1.3856985257257028,0,0,1,0,0,0,0,0
2563,2564,0.3437243808534875,-0.3506860076504794,0.10439931144147892,-0.868987876114985,0.15829907189576498,-0.45877982568938425,-0.8679739417761044,0.05984552364390145,0,1,0,0,0,0,0,0
2564,2565,-0.7653267433024857,-0.5065198393267968,-0.7082816113633361,-0.2831126770157184,0.008519301926089077,-0.3439062723246178,0.1621565562857897,-1.3856985257257028,0,1,0,0,0,0,0,0
2565,2566,0.5500137746198054,-0.3544016852178313,-0.31421313332111034,-0.9966695665662128,0.651976174407756,-0.8374053436205173,-0.7728027398040894,-1.0243125133833018,0,1,0,0,0,0,0,0
2566,2567,-0.6020929212234054,-0.09336346808888607,-0.6018596113860036,-0.5543688126458007,-0.03544590418441291,-0.3101871695956564,-0.19883597521943316,-0.6629265010409007,0,0,0,0,0,1,0,0
2567,2568,0.7932931010347832,0.4077414482610175,0.3582735701665996,-0.8152106197261123,0.5100207207797796,-0.15702243177596786,-0.977530713423881,-1.3856985257257028,0,0,0,0,0,0,0,1
2568,2569,0.7120643111917583,-0.2199334021430403,0.5595870032268833,1.163550036195402,-0.22956346675705247,0.4102014573510502,-0.7056943540809434,0.05984552364390145,0,0,0,0,1,0,0,0
2569,2570,0.23514537598580126,-0.7288185210734275,-0.9551978876796987,-0.7768461042497219,1.5823246460850708,-0.9794256322331761,-0.07967165199830924,0.05984552364390145,0,0,0,0,1,0,0,0
2570,2571,-0.7232569922774876,-0.6337193946745026,-0.6520027609101485,-0.4658992397841013,-0.25191865630476545,-0.144163451921703,0.1714188940573347,-0.6629265010409007,0,0,1,0,0,0,0,0
2571,2572,-0.9102292977467752,0.2831979073351366,0.8166598035571828,0.8017751775211777,0.4567408523577311,-0.6876696670952993,0.12192885795635838,0.7826175483287037,1,0,0,0,0,0,0,0
2572,2573,-0.7032796380262034,0.38048028296651915,1.0747601717778166,0.45255503067956904,-0.46354778402311314,0.01814544934990714,0.08957850754298968,2.228161597698308,1,0,0,0,0,0,0,0
2573,2574,-0.7538489812977387,0.542485261233479,1.2381247800071502,0.537920741790287,0.21865808367458955,-0.5050721531647377,0.25915355932776174,0.7826175483287037,0,1,0,0,0,0,0,0
2574,2575,-0.2966772189656064,0.011925115754597421,-0.304288066546263,-0.937347663243532,-1.0037981980928397,0.4324903557651094,-0.6480551532221783,0.7826175483287037,0,0,0,0,0,1,0,0
2575,2576,-0.040020583653195926,-0.09882601386378216,0.3056907742012217,-0.6189973358724382,-1.3625989903336304,0.707672524646378,-0.8406562447191044,0.42123153598630253,0,0,0,0,0,1,0,0
2576,2577,-0.78339375479743,-1.8432329277025163,-2.5055351168506825,0.44802874446307933,2.2652756867676973,-0.3601943134733534,2.0879822669045773,0.42123153598630253,0,0,0,0,0,1,0,0
2577,2578,-0.6605731756585601,-0.12516324518478633,-0.31071229600796174,-0.6023328502551649,-1.715438398695031,0.9782826118016859,-0.24251841162227142,-1.0243125133833018,0,1,0,0,0,0,0,0
2578,2579,1.157679434311343,0.38455927611129487,0.5146871410238856,-0.34331131805297344,-0.5216712768471666,0.6342334619231318,-0.5638805523243989,-1.0243125133833018,0,0,0,0,1,0,0,0
2579,2580,1.5528805397897587,1.1111352929504938,-0.09319334714701813,0.24723663363536985,0.832308036759306,-0.975710815830833,-0.016513776581636257,-1.747084538068104,0,1,0,0,0,0,0,0
2580,2581,0.22207941092070946,-0.5575231784209331,0.2755159538641075,0.3092687776702004,-0.8365068629774554,0.3041863123303328,-0.605333772423125,0.7826175483287037,1,0,0,0,0,0,0,0
2581,2582,0.6166937072930071,-0.20284589298650638,1.856037102359949,4.10103940612049,1.7820310060446385,-0.5610801543077581,0.4129762859772919,0.42123153598630253,0,0,0,1,0,0,0,0
2582,2583,-0.6555722703745623,-0.3298304097225943,-0.4503727662590004,-0.8948994690228097,-0.9065531235602889,0.35790827261037306,-0.12145206649347426,-0.30154048869849964,0,0,0,0,0,1,0,0
2583,2584,1.4247898513471484,1.1893704649177275,-0.10031895933957621,0.004166505936897374,-0.7493216237413756,0.23731961708815552,-0.08197483444065494,-0.30154048869849964,1,0,0,0,0,0,0,0
2584,2585,1.074735673292072,-0.6687596403158659,0.5535320347111665,0.7131875106503809,-0.18559826064655083,0.3764823546220888,-0.1914584225372095,-1.0243125133833018,0,0,0,0,1,0,0,0
2585,2586,-0.8917149938422815,0.49318071887495596,0.8463837508432768,-0.7283770754376981,-1.1170644918012511,0.5193599085583656,0.13169111684528556,-0.30154048869849964,0,0,1,0,0,0,0,0
2586,2587,-0.6830517995231882,-0.45001066646643845,-0.7598776228517748,-0.6222309921685331,-0.3748721988171858,-0.04986426632376051,0.09117705784089401,-1.3856985257257028,0,0,1,0,0,0,0,0
2587,2588,0.21424059538503465,-0.26301701061131477,-0.07368573708987791,-0.3688968260969915,0.5279048724179501,-0.742248892698957,-0.9213858929787786,0.7826175483287037,0,0,0,0,0,1,0,0
2588,2589,-1.0988998450200782,0.24997308326223694,1.0092899976458802,-0.6849231984454147,-1.28919945131864,0.6513787683954853,0.4009279733758838,0.7826175483287037,0,0,1,0,0,0,0,0
2589,2590,-0.5132004072774041,-0.37640688511606984,-0.4567174327798864,0.4418713205984224,-0.22062139093796734,-0.16816688098299748,-0.221100646876503,-1.747084538068104,0,1,0,0,0,0,0,0
2590,2591,-0.810822084483431,-0.6537055953240735,-0.7895269845703897,-0.35017899484210563,0.8114431931814408,-0.95970852978997,-1.5040422335507382,-0.30154048869849964,1,0,0,0,0,0,0,0
2591,2592,-2.0099077694603324,-2.7633697539697937,-2.843159441828603,-0.4683168544722222,1.0528792402967393,0.5696528075439349,3.504370949414107,1.866775585355907,0,0,0,0,0,1,0,0
2592,2593,-0.7425263242334408,-0.4842648868190825,-0.7617449043480551,-1.0521139168910507,-0.23627002362136623,-0.15616516645235023,0.1571372591074471,-1.0243125133833018,0,0,0,1,0,0,0,0
2593,2594,-0.7811671071711899,-0.37906690163520673,-0.5645271748956014,-0.7002955743430157,-1.0261533876405524,0.44963566223746243,0.05632047614815217,-0.6629265010409007,0,0,0,1,0,0,0,0
2594,2595,0.10305725632055215,0.04490423883509661,-0.21456772784907405,-0.1337662897906294,-0.6148178999626367,0.13416202314616377,-1.0540749806962093,0.05984552364390145,0,0,0,0,0,1,0,0
2595,2596,1.6944110826856815,1.5277878894539823,0.13015532840060648,-0.4072098301418174,-0.9594604054898759,0.3984854979282755,0.3670328506415266,-0.30154048869849964,0,0,0,1,0,0,0,0
2596,2597,1.688593377704241,1.4915116986668153,0.0644263088630171,-0.3396587987653734,-0.6490958572691296,0.16045149307043882,0.3349992884713841,-1.3856985257257028,0,0,1,0,0,0,0,0
2597,2598,0.5163668085733873,-0.11780218367700215,1.156579047707561,0.020707683077948832,1.0256804263470218,-0.5525075010715816,-0.30107039602999974,-1.0243125133833018,0,0,0,0,1,0,0,0
2598,2599,-0.7848986237901917,0.39264677391043634,1.3266667050306316,-0.4830766324461693,-0.9583426460124902,0.39762823260465785,0.3316471191226392,0.7826175483287037,0,0,0,1,0,0,0,0
2599,2600,-0.6104911312733085,-0.2565135806144808,-0.5040517919934333,1.022801601966902,-0.30110007330973354,-0.106443777682526,-0.1748737323466722,0.05984552364390145,1,0,0,0,0,0,0,0
2600,2601,0.19929358071112488,0.34280654024756424,0.9262500928004055,-0.2069485524827293,1.4649599009595788,-0.8894127732533219,-0.5880606547932596,0.05984552364390145,0,0,0,0,0,0,0,1
2601,2602,-0.0996457079999859,0.16676663630968985,-0.03387788498761441,-0.9469973082909319,-0.3130228410685137,-0.0972996142306044,-0.9641025031869903,0.42123153598630253,0,0,1,0,0,0,0,0
2602,2603,0.6485386307208243,-0.14923345269448435,2.1359206108873536,-1.0272114417408769,-0.6069935836209371,0.6996713816259468,0.6796699858285633,-1.0243125133833018,0,0,0,0,0,0,1,0
2603,2604,1.7798742685028883,1.4267076630298159,0.12536754609545084,-0.8480581657852305,-1.0850220534495296,-0.2710387198171167,0.3734347182068324,-0.30154048869849964,1,0,0,0,0,0,0,0
2604,2605,0.17855921937603675,-0.22155405540442627,0.014092572188684,-0.7167325829333582,1.3993846782862878,-0.8391198742677526,-0.953158834033626,-1.0243125133833018,0,0,0,0,0,0,0,1
2605,2606,-0.624569045131794,-0.44822511560564343,-0.6892343620910785,-0.0698429693535468,-0.03619107716933659,-0.3096156593799113,0.008461774110555497,-1.0243125133833018,0,0,1,0,0,0,0,0
2606,2607,-0.8350942678615644,0.26566688630763546,0.9700882841820393,-0.677735777288231,0.4071868488603007,-0.6496642377482498,0.13549040213088426,1.866775585355907,1,0,0,0,0,0,0,0
2607,2608,0.39313752307202265,-0.021577975308397283,-0.26057532696493557,-0.5746627909677849,-1.0939641292686146,0.501643091870267,-1.1042203965110433,0.05984552364390145,1,0,0,0,0,0,0,0
2608,2609,-0.661156536260449,-0.4586353463077662,-0.7474634392666308,-0.8324756591839595,-0.8458215252890023,0.3113301900271468,0.07151049399559996,0.05984552364390145,0,0,0,0,0,1,0,0
2609,2610,2.4791489579859673,2.7679302655220828,2.265296339469909,1.4955351924218685,0.5167272776440937,0.40934419202743255,2.5698780861237394,1.1440035606711048,0,0,0,1,0,0,0,0
2610,2611,0.7646644939142121,1.0715978353168756,2.816425256087338,1.4803349930647889,1.4057186486581397,-0.2724674953564794,1.4449385846792677,0.42123153598630253,0,0,0,0,0,1,0,0
2611,2612,-0.38278246710834724,-0.3851595362474021,0.3084470009914518,0.19866142607583262,-0.3361232036011502,-0.07958279754250608,-0.38752226976881443,0.7826175483287037,1,0,0,0,0,0,0,0
2612,2613,-0.9042508820617682,0.25065774866777296,0.9130151963034905,-0.27803560172024766,0.5949704410610884,-0.7936848121160165,0.1669385036683499,1.5053895730135058,0,0,0,1,0,0,0,0
2613,2614,-0.2949067864396162,0.7739731050453477,-1.1964154285801516,-0.012248927994729007,-0.6811382956208514,0.7565366480925846,0.0038602191635516495,-0.30154048869849964,0,0,0,0,1,0,0,0
2614,2615,-0.6608866366787199,-0.39020463233894837,-0.6568750531283406,0.2825890171957635,-0.2895498920434152,-0.11530218602657527,-0.004955270256053397,-0.30154048869849964,1,0,0,0,0,0,0,0
2615,2616,-0.06656399701114352,-0.2415963188582751,0.2063934562718266,-0.676984720275929,-0.13790718961143011,0.33990570081440197,-0.7589033439719017,0.05984552364390145,0,0,0,0,1,0,0,0
2616,2617,-0.6164949621832874,-0.32012774635230573,-0.5400804956104106,-0.3881888108154143,-0.45199760275679496,0.009287041005858088,-0.1267700477524874,-0.6629265010409007,0,0,0,1,0,0,0,0
2617,2618,0.5507679055577825,-0.4140172566852793,-0.32006586135876625,-0.7571031317397142,-0.3294166467368363,-0.08472638948421207,-0.7164613771852678,-1.0243125133833018,0,0,1,0,0,0,0,0
2618,2619,-0.7014207812107268,-0.3094642580703789,-0.6452054716572966,-0.6958727912494839,-1.2035045580524073,0.5856550935847977,-0.011069650126195683,-1.0243125133833018,0,0,1,0,0,0,0,0
2619,2620,0.7914082967070004,0.5162716537530458,0.16445411826333187,0.07594579247146667,-0.24074106153090896,0.4187741105872269,-1.033795970543311,0.05984552364390145,0,0,0,0,0,0,0,1
2620,2621,0.15905559188019044,0.38256813783960314,0.25608214864804973,0.8422388097227227,-0.11517941357125511,-0.24903557651093022,-1.1661902456592392,0.7826175483287037,0,0,0,0,0,1,0,0
2621,2622,0.3492053142180274,-1.6133609935444861,0.7682638847773998,-0.3505714892293121,0.26411363575493857,0.0315759394199171,0.560860316093199,-1.0243125133833018,0,0,0,0,0,0,1,0
