,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_Issue_Education,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Military,Most_Important_Issue_Financial,Most_Important_Issue_Environment,Occupation_Hightech,Occupation_Student_or_Unemployed,Occupation_Public_Sector,Occupation_Industry_or_other,Occupation_Services_or_Retail,Age_group_Below_30,Age_group_30-45,Age_group_45_and_up,Will_vote_only_large_party_Maybe,Will_vote_only_large_party_Yes,Will_vote_only_large_party_No,Main_transportation_Foot_or_bicycle,Main_transportation_Public_or_other,Main_transportation_Motorcycle_or_truck,Main_transportation_Car
Avg_monthly_income_all_years,0.010503601386701977,0.9280335439579928,0.7451756757444677,0.9269708352555494,0.0022126547559010038,0.04261967007813941,0.09107333736827651,0.017121348900722096,0.003725734202747516,0.006160819559586739,0.01110093405782821,0.00035384975890899814,0.0024615489860981203,0.005273025431540252,0.10652509223832911,0.007764198046414905,0.012372473763351221,0.011065575382545375,0.03980760457872421,0.012631402601254752,0.054173750100899774,0.016423101108926166,0.13446876059558324,0.018843964605780982,1.0,0.03773384818043862,0.001278205060480221,0.006832462244433476,0.07861216321176477,0.009853710062436218,0.006625197508084092,0.0022809161684901745,0.010013832929912418,0.039917207364826165,0.012520837901602966,0.04547967039977681,0.056200262315380285,0.0381121674713812,0.032895219006371754,0.00021860183861952687,0.007030680243774857,0.0027866584124634185,0.001923071194992899,0.028392718169219518,0.016755504177569176,0.012949401872872211,0.0017989120299906434,0.011067041838106351,0.001266748390206532,0.0038315328856976657,0.0025205253199657865,0.001689357412715645,0.006132572494941809,0.02038633172505954,0.015409672139460212
Last_school_grades,0.0009663676713234725,0.041433435680853274,0.00569978199351062,0.04086965851148742,0.01564306662975786,0.055623497979714616,0.11804374478448544,0.015996908996715502,0.014491289189512636,0.0018020020437039235,0.01943150764558923,0.00034412199608645574,0.005828229178687519,0.003933525810584667,0.046431029694219736,0.02007568599318801,0.0021874982263520083,0.014418676710078718,0.05134086515915036,0.023090007430806535,0.0015586754001359533,0.04150223122020096,0.18040907087898703,0.017279545994460088,0.03773384818043862,1.0,0.0004704476200853806,0.020265641254069718,0.6446127864059399,0.020743981573289324,0.011148536288493714,0.0007903686293646443,0.6037617352516651,0.1234424989641466,0.12055796620353117,0.28720559617230446,0.39400710930627997,0.483429456879958,0.3438281914655332,0.3587056155118846,0.0015621630269324236,0.0061176380394366275,0.006232033342111999,0.015563898711190344,0.014347655541085223,0.011517807724879143,0.005548762801561145,0.005850778079381556,0.003771237209981065,0.004677833164777644,0.008320644152934509,0.005566428213530089,0.01617340656673217,0.023537566806001848,0.001496357656563078
Number_of_differnt_parties_voted_for,0.006881059767086436,0.009162717131023186,0.001068708675712344,0.009017426547328464,0.008981846783866487,0.019363878031490287,0.019141628543750875,0.003611215957219545,0.015321098896534033,0.014438363772736239,0.010269692303604442,0.009097208843769949,0.02656348740212067,0.005758223379956203,0.00486533142629885,0.012177709859722913,0.02454390408472753,0.00706140226183984,0.01789482917693534,0.009787552199162806,0.016436872708431777,0.006090997410332081,0.0014508818116544936,0.005324994640449583,0.001278205060480221,0.0004704476200853806,1.0,0.009678497850452994,0.0009437803864318552,0.012573785076639806,0.009945035529131252,0.02408999878828067,0.00024130482510855827,0.0057016229374558395,0.01858627839819393,0.01933332419905634,0.003474355722375708,0.007031736161809451,0.01285751090978484,0.0168378916417461,0.014939073287715552,0.0015322398920609795,0.01089028010514597,0.010555856923069179,0.01351036374713736,0.005201921321554671,0.0004259893939446867,0.004745718810373901,0.021894230684244224,0.0014924526493632147,0.02011963896139934,0.0036904866177324496,0.007754558680713567,0.029400938395970962,0.03258739932764692
Political_interest_Total_Score,0.021253936317750598,0.004026458122326064,0.33386376126516504,0.0046061872851758355,0.01481132964212888,0.8109701915718892,0.584575948477894,0.0010857174376038808,0.012192212271467346,0.010137379134880511,0.005652321382750314,0.0006639684931606393,0.01731680725871616,0.004968886056209886,0.08346696772513093,0.00024458161544558827,0.0020020792514376965,0.9568158523196258,0.8598636775900387,0.9950284075407498,0.7811460033499265,0.9309150569945488,0.0683387144667096,0.021328512882931305,0.006832462244433476,0.020265641254069718,0.009678497850452994,1.0,0.03725822442454943,0.8965091665479047,0.0036028567305139126,0.0011521682987837222,0.016146688736260583,0.004587795984897069,0.02413086788442443,0.009720883615558038,0.03511966057954454,0.005804921330340801,0.005995524238057178,0.01407964269008523,0.018570500635125733,0.036799659767731155,0.02405294793693001,0.02792031132509427,0.005100446434192153,0.002862492957014929,0.007922417121516355,0.010859266148331775,0.016476791865265423,0.006817138324519747,0.009539433285922314,0.018847242876477113,0.007026154847566159,0.00816217742073261,0.0035582378089134637
Number_of_valued_Kneset_members,0.0012640931524503848,0.07894989189716249,0.05141700664475569,0.07840162476631166,0.0022293609247339133,0.010213801320742975,0.0733166448757442,0.005486538130449697,0.027917439157096036,0.001606711921407911,0.0057338011240462795,0.01668372835783052,0.014039333963813547,0.011388965033518293,0.22769009073680513,0.006397888925648278,0.018483480950392667,0.028192533693805075,0.005073553879594542,0.029788448604681803,0.0649678552850551,0.022972503023676726,0.29411171443441375,0.009708794930357001,0.07861216321176477,0.6446127864059399,0.0009437803864318552,0.03725822442454943,1.0,0.05361327421634989,0.006204183755514763,0.000826751764408183,0.4144706912002655,0.10907541449801085,0.07818507489563062,0.14081377284898514,0.2343374804665057,0.28883543411467977,0.26880522325602296,0.23476249763540766,0.0028109249419516675,0.013944356493368889,0.01330269069485082,0.010984951731936858,0.015270499495892353,0.006341105547609214,0.010415067530105359,0.004221169628119845,0.013023617232851302,4.687370796415754e-05,0.012887543539138954,0.023689957721045832,0.006451595660871285,0.03621216890399868,0.01838930263531944
Avg_education_importance,0.01861470697199233,0.007981805086533698,0.28967287064042535,0.007965038354323857,0.012712647732183011,0.730139473593753,0.4918014698342013,0.007337751965256584,0.008361883617589697,0.0028991128445302705,0.0025700900074909273,0.0015100134663132492,0.01039027733309952,0.007617934661783654,0.007883788583956794,0.008206072825167205,0.008664682692692877,0.7469492103870573,0.7569635336481992,0.8547887185512753,0.6832817751061394,0.7355976665608284,0.002050969054649769,0.016972957742264008,0.009853710062436218,0.020743981573289324,0.012573785076639806,0.8965091665479047,0.05361327421634989,1.0,0.00532317050730834,0.0006475580682763483,0.018489737539591607,0.008027483957951265,0.02690940476936546,0.055034670980195814,0.019961233305748453,0.00758029894767237,0.012231917262518823,0.011945124965960287,0.017882673919626956,0.03177033594430859,0.016215755483210314,0.02982919910861788,0.005101163348967438,0.007687392325909595,0.013760607643927295,0.021563859251496335,0.01937020662229994,0.013324208367548164,0.005990561715873951,0.013873482445489582,0.01175617335994147,0.011356613217582722,0.009059431366387623
Num_of_kids_born_last_10_years,0.006868046920477133,0.011149923151252078,0.02054782066564125,0.011642559479196327,0.006793979122427255,0.013239648994657459,0.021809817406663427,0.0031759300303097144,0.02412733430571593,0.00243731214772487,0.012779567356208985,0.0374619000563352,0.022234758554601813,0.00022691872120716135,0.018009025829822452,0.003400493095121359,0.007771246491035507,0.007074059949881055,0.012541756440215606,0.006146874613967406,0.018614701506409814,0.004888008801679662,0.029423470214455034,0.013119819276207024,0.006625197508084092,0.011148536288493714,0.009945035529131252,0.0036028567305139126,0.006204183755514763,0.00532317050730834,1.0,0.02810985484779203,0.008168564361877618,0.00893245572759187,0.0019016733489168364,0.00033064769706183983,0.004732455977823671,0.006686332425520081,0.001059314996352557,0.006343926856502014,0.00035841368185248574,0.00854020194256736,0.015063739576287332,0.01582246963198584,0.04000002425324093,0.017396459145172696,0.014760648541169478,0.002386020010355811,0.00027747533135707156,0.008228832771301434,0.008369314681847475,0.0300938036715477,0.01814510067072332,0.011952161038975307,0.023125985035399168
Financial_agenda_matters,0.017033855171544997,0.0011427277973855407,0.004677377225183888,0.0002579879695850766,0.016767462663924437,0.005035078815951075,0.015609411601005313,0.00033186938377261144,0.00199472212288511,0.016667854614231148,0.0009163701866229154,0.009212213406501267,0.01057558003867783,0.0004067105300541062,0.02579587339941708,0.01290720359903317,0.018512994908268254,0.005011045473638334,0.003610041998028915,0.0013349613454064467,0.009800556571164855,0.00945563383765655,0.02300817875579214,0.0030854038781444664,0.0022809161684901745,0.0007903686293646443,0.02408999878828067,0.0011521682987837222,0.000826751764408183,0.0006475580682763483,0.02810985484779203,1.0,0.007760313926886896,0.006429250246956545,0.004913956943053787,0.03139484878905978,0.00243021591906139,0.004414751927026082,0.024139869252156516,0.006129040774412042,0.00875141067400022,0.019964979841450164,0.014683751610941584,0.007493670722757742,0.00753335545718159,0.007969528480039784,0.008452352396089897,0.016477150687514708,0.016708393232735336,1.6681522150097e-05,0.01645824556045364,0.013789006954682268,0.006700417227478923,0.005378913005285823,0.0016426498422159382
Most_Important_Issue_Education,0.008732139148877587,0.001781385106623068,0.011487175266249363,0.00045235436841333714,0.007860591873040796,0.030090742513291004,0.050768379608199195,0.010783179248574607,0.004863542557338579,0.00405932877985597,0.014069970391667089,0.006670452778690059,0.01125347031740325,0.015461004958507604,0.006879736566406584,0.00969368330985692,0.003775531245903416,0.011198198800358791,0.02851972853464237,0.017100833290158875,0.019115515212718336,0.018427319647483578,0.035094172624795715,0.017207669437402956,0.010013832929912418,0.6037617352516651,0.00024130482510855827,0.016146688736260583,0.4144706912002655,0.018489737539591607,0.008168564361877618,0.007760313926886896,1.0,0.22081745598005054,0.21131370005667466,0.10091893847679052,0.09927839322520735,0.09440762367464563,0.20342964836878535,0.2105065348862328,0.016397753041120938,0.008624642129802094,0.012623985684468195,0.013722109177969202,0.0007600613157469597,0.013822313556087944,0.013368713487979526,0.00023682939031330265,0.01265063466616686,0.0014904582161233521,0.011007315041207551,0.028845055752054104,0.0035706404017531125,0.03090607563475979,0.005364671214973938
Most_Important_Issue_Social,0.02203425732493994,0.03730540301385717,0.024925745974918898,0.036619871202098676,0.006374200884284073,0.0041431250191733176,0.021804265243679698,0.026267521493482802,0.0004555825930214558,0.014886876420015821,0.00445220132455539,0.005256492692973718,0.011211999038732597,0.013837159898330521,0.032305677794540126,0.022071768699198878,0.01853507777877017,0.0012185940717141948,0.0030861495111192566,0.0028769322546820402,0.0007695178979147627,0.002340283295964173,0.009789888456120204,0.0016912997541480527,0.039917207364826165,0.1234424989641466,0.0057016229374558395,0.004587795984897069,0.10907541449801085,0.008027483957951265,0.00893245572759187,0.006429250246956545,0.22081745598005054,1.0,0.21902794689635965,0.10460309904942691,0.10290266382847113,0.09785408129844204,0.21085607893912786,0.21819131524375435,0.005772401995290024,0.005879927997611558,0.004619298010374662,0.0006813077031408618,0.008158044214722554,0.010532840259082863,0.021111105102313572,0.010865293656771746,0.015601695083087258,0.011482530719693925,0.004086654581225555,0.020671103470767657,0.01694083376984607,0.015201393633631235,0.011261368410417834
Most_Important_Issue_Healthcare,0.017632544419046665,0.006475186560053359,0.0020276624782036502,0.005325254923617286,0.01140968563514428,0.019609168216235713,0.02731445932755153,0.004799127122538209,0.0028660714398872087,0.0044616786991194006,0.010742225245708203,0.016419538084942818,0.003312460765352293,0.002743313548882603,0.03251263870634686,0.013914500981421172,0.008858334711147171,0.0199553027643584,0.020266040638435203,0.02331601124996327,0.001856117289312838,0.028180891697133538,0.0596808838708264,0.01835867065607268,0.012520837901602966,0.12055796620353117,0.01858627839819393,0.02413086788442443,0.07818507489563062,0.02690940476936546,0.0019016733489168364,0.004913956943053787,0.21131370005667466,0.21902794689635965,1.0,0.10010108937910747,0.09847383913909216,0.0936425424024691,0.20178105042604716,0.20880058571342744,0.03666587399163162,0.0008752016813713268,0.025783243991629342,0.0038056296485141257,0.006913377171076296,0.005632223019322086,0.006685684652877294,0.001155601843820979,0.006557067192326549,0.00579518809431078,0.012166783079151408,0.006209995989759312,0.008127192348381222,0.0059847246957638895,0.008255579516603655
Most_Important_Issue_Other,0.01583187634900772,0.03847828342430843,0.01851203454225585,0.03849598506823823,0.0131951346937922,0.02938749238102983,0.05113936764691581,0.0024034070314363923,0.004641095143034326,0.004127758270926989,0.015036811943596521,0.0023146240459657494,0.011188746430245955,0.012156953752127086,0.045273509875737764,0.02538944623180897,0.01392773368608328,0.01899841396450653,0.0227356352106946,0.0020466889612367084,0.012581660110048071,0.0046527904659380784,0.12752340706675036,0.013663737021575438,0.04547967039977681,0.28720559617230446,0.01933332419905634,0.009720883615558038,0.14081377284898514,0.055034670980195814,0.00033064769706183983,0.03139484878905978,0.10091893847679052,0.10460309904942691,0.10010108937910747,1.0,0.04702901568135961,0.04472169089363785,0.09636634732278317,0.09971872840180214,0.015365052859334424,0.00539393851064784,0.0020033170140761575,0.012216578018659581,0.00021681456532743064,0.005397644753815241,0.004601481243300331,0.0007184187759549903,0.002039796000127272,0.0033572585452535967,0.005314211656261882,0.00782646134074241,0.02127237872870233,0.016889881604113977,0.012188458806988463
Most_Important_Issue_Foreign_Affairs,0.011432948032102106,0.056654992065359226,0.01378462677357037,0.055476560946419076,0.022229926732624992,0.0687986398938839,0.11529170988441374,0.004571857960542104,0.02199170990912433,0.0006670458397931824,0.0005936075089696159,0.0067424241367058475,0.007931202536133965,0.008328680712130066,0.03257257005090354,0.010453643765748128,0.00351624548964002,0.03636470559527856,0.06626325697698028,0.0406290408537048,0.022015814957492538,0.05624799439239813,0.18000209331898195,0.002012734735125507,0.056200262315380285,0.39400710930627997,0.003474355722375708,0.03511966057954454,0.2343374804665057,0.019961233305748453,0.004732455977823671,0.00243021591906139,0.09927839322520735,0.10290266382847113,0.09847383913909216,0.04702901568135961,1.0,0.043994691989910684,0.09479980930822668,0.09809769384831939,0.003990263802570708,0.009200086522080595,0.008028192148767018,0.00901342699278324,0.0035111384419877407,0.01252006712666938,0.012484665290391637,0.025082705503556256,0.012582095784851758,0.0015821534070014388,0.013962643202574456,0.0012535880079136323,0.007115112184367563,0.012770039331330012,0.01818527522788867
Most_Important_Issue_Military,0.0037771353566711076,0.030126805240571555,0.01427672260318053,0.029024300812866027,0.0054563158628960304,0.020331581728111586,0.06488525022761418,0.00743944177053865,0.010590667566732851,0.0029494734553486015,0.006511093846372247,0.003970526715289499,0.004577771799751821,0.0012027306439951926,0.02878136260647613,0.008832762441735283,0.0001742668979888014,0.013439261978501583,0.01993816287617029,0.010145492822212214,0.017021479103189317,0.030342704043625567,0.11709862061759689,0.0004515833908747225,0.0381121674713812,0.483429456879958,0.007031736161809451,0.005804921330340801,0.28883543411467977,0.00758029894767237,0.006686332425520081,0.004414751927026082,0.09440762367464563,0.09785408129844204,0.0936425424024691,0.04472169089363785,0.043994691989910684,1.0,0.09014876682480497,0.09328485144974803,0.005060107908073732,0.0069365766950773445,0.007804030498109294,0.021209680873736085,0.011595280480357077,0.015787507741780796,0.00865934727121638,0.006954299320765711,0.01567921175574018,0.009388190557197864,0.024696197818910824,0.0019899943470503318,0.011872504941027212,0.0001471372908656757,0.013778383040818895
Most_Important_Issue_Financial,0.011424116324310644,0.019206225347478883,0.01816666048730668,0.019454754725564134,0.0011072694393629318,0.00877476789984341,0.004672480369710137,0.0022447429600762404,0.0008317676612087338,0.02444663871942506,0.010284941401650954,0.0028701746118096794,0.005429857599016036,0.0039884403761019545,0.027638537706692206,0.010757176743618934,0.003680534155254348,0.0022997273007784565,0.008111109462279028,0.004913743735743588,0.009068600501351746,0.010777054621437618,0.06684997481521818,0.006451548410627014,0.032895219006371754,0.3438281914655332,0.01285751090978484,0.005995524238057178,0.26880522325602296,0.012231917262518823,0.001059314996352557,0.024139869252156516,0.20342964836878535,0.21085607893912786,0.20178105042604716,0.09636634732278317,0.09479980930822668,0.09014876682480497,1.0,0.2010102975788817,0.013732438506883661,0.01386270063344169,0.007474897292404364,0.007509784581181534,0.00035169004977902356,0.015062733342834537,0.0007083130672005504,0.014272792829796337,0.0015758479086616735,0.00964955028257332,0.01104725975599825,0.007761134422860493,0.04257955992691942,0.022588121084292822,0.012416126936732143
Most_Important_Issue_Environment,0.002116753997205978,0.005845024058924607,0.00468887349990485,0.004917143489019033,0.018820321740954025,0.0014431752700163722,0.019184641029533128,0.011920466943776504,0.01566258986293247,0.0047123071751454864,0.0017151910820235538,0.005337276443950291,0.006152184232580694,0.02818951131810649,0.02449364082999182,0.012843566610302013,0.00456557934100455,0.01599332578722494,0.0011550544866150347,0.013915549896990013,0.016872055391588144,0.00596632780936791,0.058749312517621506,0.014037870213344524,0.00021860183861952687,0.3587056155118846,0.0168378916417461,0.01407964269008523,0.23476249763540766,0.011945124965960287,0.006343926856502014,0.006129040774412042,0.2105065348862328,0.21819131524375435,0.20880058571342744,0.09971872840180214,0.09809769384831939,0.09328485144974803,0.2010102975788817,1.0,0.004726490570770304,0.00440899730417872,0.011375378592558032,0.026065480031596255,0.024514142510126537,0.00010334921685703179,0.009467085479973053,0.009675525123142407,0.0024250831870728565,0.001016149245926208,0.0013914466208404678,0.011725073761993457,0.02644140936712121,0.010148651727916173,0.004733501710044777
Occupation_Hightech,0.006759614050498042,0.005376359729253817,0.003314294050161457,0.002211903037227024,0.00799432803771835,0.013949086599390884,0.028544885234482304,0.02351449524935385,0.0022535294373793356,0.025352066717908853,0.010774251455621752,0.001992472212506099,0.0046476507430112035,0.0039693449956471295,0.01642190398215973,0.0016199652272627927,0.00712676933676982,0.02103338401262346,0.01532565204872841,0.018807948905784334,0.014160102172849694,0.018566690611618645,0.010556524176568351,0.011324566266167551,0.007030680243774857,0.0015621630269324236,0.014939073287715552,0.018570500635125733,0.0028109249419516675,0.017882673919626956,0.00035841368185248574,0.00875141067400022,0.016397753041120938,0.005772401995290024,0.03666587399163162,0.015365052859334424,0.003990263802570708,0.005060107908073732,0.013732438506883661,0.004726490570770304,1.0,0.2658618113845783,0.24956727685539856,0.2510567993428377,0.24396342962370007,0.00016372488735859637,0.017575239421381283,0.01760835089944204,0.002563602891251178,0.0029567261848162515,0.00038115709789046025,0.007657035866306887,0.0006089788199716673,0.0023667146834219664,0.009176160314217991
Occupation_Student_or_Unemployed,0.02338127778065402,0.003267671182877427,0.01703643583610883,0.0022618706766121496,0.0042937416055196945,0.03976925147949422,0.025833944264450574,0.00985517716776612,0.014500744205313613,0.007039460496904632,0.0002379978468248753,0.00911321138619774,0.0022412847628936463,0.00030553863070009675,0.008948801897436574,0.013494835925071839,0.01944679181955553,0.03333034220608384,0.039955838887099734,0.037189915425077553,0.0386904576973868,0.030299700399374952,0.002992078286818316,0.0005436077017546921,0.0027866584124634185,0.0061176380394366275,0.0015322398920609795,0.036799659767731155,0.013944356493368889,0.03177033594430859,0.00854020194256736,0.019964979841450164,0.008624642129802094,0.005879927997611558,0.0008752016813713268,0.00539393851064784,0.009200086522080595,0.0069365766950773445,0.01386270063344169,0.00440899730417872,0.2658618113845783,1.0,0.2580518934985757,0.2595920557471286,0.2522575305226347,0.0001674306240140897,0.013611266686579752,0.013596476241188156,0.003738308024639573,0.001216763827616586,0.0024889311897722736,0.002548574885516127,0.030218853523221612,0.00843442384534781,0.019079565327202577
Occupation_Public_Sector,0.006032972414886474,0.009291824720349746,0.013492657178143732,0.008906695255052728,0.025747424274691347,0.01560259301065887,0.013698093335372905,0.01925510864640473,0.008700719430824079,0.0035879170255640135,0.005772835264026168,0.012008690339853304,0.008801157155746536,0.012992388832921612,0.007659170186623664,0.00794352684634932,0.0018437840351489688,0.028279252495187212,0.017579101112762677,0.024549296090560568,0.018014669547091175,0.023086301266066752,0.011601102286324806,0.003927007834109465,0.001923071194992899,0.006232033342111999,0.01089028010514597,0.02405294793693001,0.01330269069485082,0.016215755483210314,0.015063739576287332,0.014683751610941584,0.012623985684468195,0.004619298010374662,0.025783243991629342,0.0020033170140761575,0.008028192148767018,0.007804030498109294,0.007474897292404364,0.011375378592558032,0.24956727685539856,0.2580518934985757,1.0,0.24368179133630016,0.23679679541392365,0.011434494454892577,0.006086742317005643,0.005223892436683405,0.005133198035917692,0.012966773777867499,0.0076956307799994975,0.0014353446676175071,0.02761508515156449,0.004896754522794215,0.023841570690856035
Occupation_Industry_or_other,0.0067569025976667125,0.025133513953397413,0.008486262746026652,0.02517889895830829,0.008213501062947697,0.030167558688809812,0.03542295510401218,0.005937754279617048,4.421102323428894e-05,0.03941554508428924,0.016289753244139487,0.008216678358021815,0.0046002615131981355,0.0193394741767115,0.0015819848217432312,0.006922667211486969,0.001825459154643473,0.023722687086202066,0.030385429088632947,0.02780838033688467,0.026471095369533737,0.02411454715649575,0.006604393182805716,0.013940363739738115,0.028392718169219518,0.015563898711190344,0.010555856923069179,0.02792031132509427,0.010984951731936858,0.02982919910861788,0.01582246963198584,0.007493670722757742,0.013722109177969202,0.0006813077031408618,0.0038056296485141257,0.012216578018659581,0.00901342699278324,0.021209680873736085,0.007509784581181534,0.026065480031596255,0.2510567993428377,0.2595920557471286,0.24368179133630016,1.0,0.2382100982962695,0.01232618105013392,0.01444923889879953,0.0023445577008754104,0.004222102272224491,0.004614262427110887,0.0003765821878619582,0.005028976703436033,0.0030610977961221925,0.00788483762909206,0.015583378500432185
Occupation_Services_or_Retail,0.016874360063768738,0.018268690110289563,0.00946569571027433,0.01649710664548208,0.014017344786274626,0.009737456212089934,0.006720203057109833,0.009080946858942021,0.021716035526153414,0.002893761186404683,0.0006490035125776198,0.003720569937336831,0.01604656898124946,0.010927468361688073,0.0013774778930810748,0.011522959299497147,0.00938492899753061,0.003977595557112225,0.00912893208414122,0.005366966333907203,0.010135830586594586,0.0031081107692694106,0.002706370442129088,0.005906681843842146,0.016755504177569176,0.014347655541085223,0.01351036374713736,0.005100446434192153,0.015270499495892353,0.005101163348967438,0.04000002425324093,0.00753335545718159,0.0007600613157469597,0.008158044214722554,0.006913377171076296,0.00021681456532743064,0.0035111384419877407,0.011595280480357077,0.00035169004977902356,0.024514142510126537,0.24396342962370007,0.2522575305226347,0.23679679541392365,0.2382100982962695,1.0,0.023796029975896367,0.011594198783626448,0.03540307758986285,0.008214483806216822,0.01961791195404616,0.01120099713888296,0.0013514008253436916,6.066822250129653e-05,0.0094942243494327,0.010480817219119252
Age_group_Below_30,0.011135300020539416,0.013910493638338753,0.010785161061829567,0.013031156112191591,0.010981586923501674,0.006954668612567859,0.008784282209844264,0.00440879969990855,0.005279977979006528,0.005988678328726939,0.013045663729993507,0.006165316583912185,0.0047794553310077864,0.026720109620189964,0.007337916478004531,0.0007429536722741125,0.006225254288509739,0.0011052993402190963,0.0062858037832683325,0.002243034048267414,0.0021984650765420116,0.003872660629719538,0.014152180643675941,0.003978667948377062,0.012949401872872211,0.011517807724879143,0.005201921321554671,0.002862492957014929,0.006341105547609214,0.007687392325909595,0.017396459145172696,0.007969528480039784,0.013822313556087944,0.010532840259082863,0.005632223019322086,0.005397644753815241,0.01252006712666938,0.015787507741780796,0.015062733342834537,0.00010334921685703179,0.00016372488735859637,0.0001674306240140897,0.011434494454892577,0.01232618105013392,0.023796029975896367,1.0,0.5032112517080074,0.48628125247951237,0.013429760368497988,0.006379429389654308,0.0069656555679978496,0.0017034854925253202,0.010186660213923728,0.0013305357670060566,0.010403227020692019
Age_group_30-45,0.02736580274143011,0.004939625234772635,0.007190144953656063,0.006356421583386565,0.014845649143705104,0.007684466196172891,0.004064490024040306,0.00217197994686735,0.0033523980680465804,0.016511162348118197,0.015794020226354417,0.009186159699924866,0.013803779322102142,0.012021783544994238,0.003535230814387763,0.006757017747150947,0.0018207696767937136,0.0031752356184186247,0.006918063163524072,0.007088504022588209,0.012707767016641485,0.002732821338322729,0.012015689476349683,0.011260671742428082,0.0017989120299906434,0.005548762801561145,0.0004259893939446867,0.007922417121516355,0.010415067530105359,0.013760607643927295,0.014760648541169478,0.008452352396089897,0.013368713487979526,0.021111105102313572,0.006685684652877294,0.004601481243300331,0.012484665290391637,0.00865934727121638,0.0007083130672005504,0.009467085479973053,0.017575239421381283,0.013611266686579752,0.006086742317005643,0.01444923889879953,0.011594198783626448,0.5032112517080074,1.0,0.5104058377210388,0.0027148004955989662,0.006243103601604915,0.0034652907219004906,0.00030993162584832797,0.0018330554895207528,0.01072022922687099,0.011914149879430683
Age_group_45_and_up,0.016590245538210133,0.0088476845333478,0.0034620272690238747,0.0065400517044825945,0.004083402324543582,0.01469080697335216,0.004631460651042767,0.0065834264502149745,0.0018643434430476921,0.010735962763163253,0.028951997118088737,0.015423762009674841,0.009201685736266165,0.01443344884411362,0.010876662837965035,0.006093068648384963,0.004353705191898858,0.004310541615954705,0.013250264481418387,0.009399624675479506,0.01503721435255202,0.006617008636929498,0.0019331975927189817,0.0074270800277684524,0.011067041838106351,0.005850778079381556,0.004745718810373901,0.010859266148331775,0.004221169628119845,0.021563859251496335,0.002386020010355811,0.016477150687514708,0.00023682939031330265,0.010865293656771746,0.001155601843820979,0.0007184187759549903,0.025082705503556256,0.006954299320765711,0.014272792829796337,0.009675525123142407,0.01760835089944204,0.013596476241188156,0.005223892436683405,0.0023445577008754104,0.03540307758986285,0.48628125247951237,0.5104058377210388,1.0,0.010618944818793755,3.5464828381935636e-05,0.010435503809542845,0.002008536134597919,0.008283298550705274,0.012163826384876328,0.0016947340196928405
Will_vote_only_large_party_Maybe,0.006862863148866995,0.0005285133883913998,0.00092843477296866,0.0008333078198825179,0.0248108726683475,0.010172499341844814,0.0004333809272511077,0.0019293056632223586,5.284703974387314e-05,0.013327282131039625,0.014715035423679666,0.005237377340565207,0.018237689909232805,0.012496511050124497,0.0005842633148473394,0.0009570274975727287,0.0067575033680822676,0.014660162341601276,0.011140208271529286,0.01584791978369465,0.005228098041412073,0.015056182837651992,0.01549699487162697,0.001117505944555784,0.001266748390206532,0.003771237209981065,0.021894230684244224,0.016476791865265423,0.013023617232851302,0.01937020662229994,0.00027747533135707156,0.016708393232735336,0.01265063466616686,0.015601695083087258,0.006557067192326549,0.002039796000127272,0.012582095784851758,0.01567921175574018,0.0015758479086616735,0.0024250831870728565,0.002563602891251178,0.003738308024639573,0.005133198035917692,0.004222102272224491,0.008214483806216822,0.013429760368497988,0.0027148004955989662,0.010618944818793755,1.0,0.4845709034990894,0.5092785073300523,0.004116538236966489,0.01979979286657388,0.008182818438542506,0.007531940999614035
