Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,3,429.0399341,66160.0756,Financial,143.0133114,Yes,462.6148082,Yes,Male,By_16:00,0.001265941,0.218946866,64.17697528,4.200793635,34.32899052,2.167,7833,75.6796543,422.0890249,5470.326132,52578.51245,No,214012.4608,20.5448053,89.6994403,45.64103778,20605.82054,60,30-45,1,664.1185318,12,Foot_or_bicycle,Industry_or_other,475.9538571,0,No
Purples,1,408.6250697,42442.37564,Financial,136.2083566,No,311.5989115,Yes,Female,After_16:00,0.961942579,0.123168229,762.2222861,4.487456542,41.71811943,2.431,7569,15.35026983,383.7067085,3883.402532,48305.23481,Yes,97093.88162,19.58843303,224.1963723,38.13900955,18698.92475,60,Below_30,1,644.1375948,9,Motorcycle_or_truck,Public_Sector,535.2833321,0,No
Khakis,9,689.3543522,72211.73201,Healthcare,229.7847841,No,314.2581102,Yes,Female,After_16:00,0.909970614,0.003702664,922.9319824,1.692666418,1.906337985,6.311,9689,30.60710991,322.3936295,3787.368361,33934.50152,Maybe,98758.15986,17.95532315,457.2798458,59.81467986,53040.83178,80,45_and_up,1,382.4631925,,Public_or_other,Industry_or_other,121.7662298,0,No
Purples,5,453.4757207,54112.80743,Social,151.1585736,Yes,357.9870209,Yes,Female,By_16:00,0.470124057,0.607519298,966.0442413,6.432142321,34.39664925,6.515,3485,25.18456529,437.5980371,4455.066283,51438.82706,No,128154.7071,20.91884407,163.0416622,30.39394929,23010.07293,70,45_and_up,2,654.5326907,9,Car,Services_or_Retail,449.7915106,0,Yes
Khakis,1,631.1179368,14575.8856,Social,210.3726456,No,69.28603079,Yes,Male,After_16:00,,0.69165286,531.7637362,5.465640216,22.47814012,10.348,5652,56.37536647,312.5480004,1317.956309,32003.90093,Yes,4800.554062,17.67902713,530.6534643,69.38921195,44477.02266,70,45_and_up,3,414.7913334,11,Public_or_other,Hightech,253.13906,4,Yes
Whites,8,183.5389894,31592.48153,Environment,61.17966313,Yes,516.3886154,No,Male,By_16:00,0.439229888,0.048515213,407.4789698,2.885582694,14.46291886,4.038,5962,48.32460072,385.2975432,5934.48124,50307.20844,No,266657.2021,19.62899751,120.9156739,51.30696939,3814.130844,90,Below_30,3,631.1196619,9,Foot_or_bicycle,Services_or_Retail,465.426023,0,Yes
Violets,10,1032.677971,42291.29038,Environment,344.2259902,No,122.8590856,Yes,Male,After_16:00,0.060120866,0.837644229,624.4217111,6.528337135,20.95059082,9.714,6286,42.97499612,69.05060627,1366.692068,10515.50562,No,15094.35491,8.309669444,683.8646627,96.70749805,118845.7583,90,Below_30,1,137.5369468,12,Car,Student_or_Unemployed,126.2109852,2,Yes
Violets,1,628.5134709,48736.96322,Education,209.5044903,Yes,232.6296833,Yes,Female,After_16:00,0.7058763,0.197698126,927.3903128,0.781153583,44.92333175,9.443,6557,38.31356165,167.0882662,2660.473365,25689.77195,Yes,54116.56955,12.92626265,448.1744881,79.61203097,44111.63594,100,45_and_up,6,355.5555827,16,Foot_or_bicycle,Services_or_Retail,363.8263497,0,No
Purples,10,373.9976497,51703.84924,Education,124.6658832,Yes,414.7393649,Yes,Female,By_16:00,0.859291183,0.347049094,302.9659914,9.442504945,77.8468142,6.656,3344,41.84153364,404.3857764,4956.165202,51337.70795,Maybe,172008.7408,20.1093455,129.5039055,25.83656954,15676.24833,100,Below_30,1,664.90541,14,Public_or_other,Student_or_Unemployed,518.9685496,0,No
Khakis,8,919.1773352,45077.44901,Environment,306.3924451,Yes,147.1232393,Yes,Female,After_16:00,0.725232475,0.095789205,198.0389312,1.022165534,39.12569701,9.301,6699,33.42075131,264.5166077,2000.265608,25445.09469,Yes,21645.24753,16.26396654,598.7273202,8.824528358,94192.72285,90,45_and_up,3,291.5309883,11,Car,Public_Sector,77.50743477,1,No
Yellows,2,,-9061.021388,Education,-73.8119914,No,122.7581212,Yes,Male,After_16:00,0.877065429,0.694408863,734.9393209,2.937256736,29.48080243,4.094,9906,14.58872957,357.1394936,1941.860199,38611.51116,No,15069.55632,18.89813466,431.8533854,59.05002472,5384.398083,100,30-45,,506.6027392,13,Foot_or_bicycle,Public_Sector,345.8027656,0,Yes
Purples,10,,42999.35833,Social,113.6985098,Yes,378.1875276,Yes,Male,After_16:00,0.775011844,0.886104865,324.2087986,9.367948561,19.17080744,4.599,5401,43.41001948,462.2244286,4706.324134,53884.27604,No,143025.8061,21.49940531,135.0669113,91.63097185,13051.04965,70,30-45,1,681.5845163,9,Car,Services_or_Retail,455.5275555,0,Yes
Purples,8,484.7105665,58562.92171,Environment,161.5701888,No,362.4611826,Yes,Female,After_16:00,0.652541017,0.131781489,962.2277205,8.709619946,45.45863634,1.09,8910,42.51108123,403.8931577,4432.398141,,Yes,131378.1089,20.09709326,168.1376809,88.19418962,26276.4961,90,Below_30,3,644.3456033,11,Car,Services_or_Retail,489.1912863,2,Yes
Khakis,1,303.9576009,8168.300077,Healthcare,101.3192003,Yes,80.61946849,Yes,Male,By_16:00,0.307111995,0.245241606,596.5992359,1.39776337,68.63809312,6.678,9322,28.01863994,135.8362782,1077.867241,14193.02395,No,6499.4987,11.65488216,693.3245485,0.970773282,10376.89955,80,Below_30,0,172.8274392,11,Public_or_other,Industry_or_other,85.02568385,0,Yes
Purples,6,229.5968667,29924.40236,Environment,76.53228891,No,391.0036246,Yes,Male,By_16:00,0.809703622,0.124928675,103.7911351,0.912153968,62.03769697,0.333,9667,28.01328411,410.7583366,4731.552919,51751.9837,Yes,152883.8344,20.26717387,144.538521,75.31592846,5943.723534,90,30-45,3,674.9623254,14,Foot_or_bicycle,Public_Sector,532.3589201,0,Yes
Purples,7,98.57377729,13887.31641,Environment,32.85792576,No,422.6473853,Yes,Male,By_16:00,0.57321326,0.443443415,394.1186005,1.861098623,93.53618403,4.622,5378,40.32394686,446.4941543,5119.462162,53895.35419,No,178630.8123,21.13040829,96.62511188,70.31996637,1122.501211,90,Below_30,0,683.0402665,14,Motorcycle_or_truck,Hightech,477.8615781,0,Yes
Violets,4,975.7408525,3658.467599,Financial,325.2469508,Yes,11.24827639,Yes,Female,After_16:00,0.660913718,0.977610171,584.6902824,6.22275294,15.59633594,10.919,5081,81.50372987,153.8547037,420.1921714,21025.64699,Yes,126.5237218,12.40381811,612.7102625,31.06864078,106120.826,60,45_and_up,3,324.9429739,8,Car,Public_Sector,370.6978258,0,No
Turquoises,10,421.2717252,54541.91242,Education,140.4239084,Yes,388.4090184,Yes,Male,By_16:00,0.594579312,0.400758644,191.2486567,7.031475934,69.82864747,7.144,8856,43.65917493,215.8541814,4315.798547,29550.27354,Maybe,150861.5656,14.69197677,396.5409377,61.24702676,19869.29795,100,Below_30,3,356.5658764,14,Motorcycle_or_truck,Student_or_Unemployed,246.9124225,0,Yes
Purples,2,202.1827096,30092.31706,Financial,67.39423654,Yes,446.5117286,Yes,Female,By_16:00,0.850975828,0.929797787,90.30293277,3.100870221,63.49300067,,5997,9.891958092,432.8921062,5330.901498,53547.58217,Maybe,199372.7238,20.80605936,86.15112926,89.3518066,4619.377356,60,Below_30,2,680.4609008,8,Motorcycle_or_truck,Industry_or_other,492.4136647,2,
Greys,6,190.9835661,30657.91418,Foreign_Affairs,63.6611887,Yes,481.5793547,Yes,Male,After_16:00,0.731562558,0.850327782,34.86655653,4.489722387,56.61559189,8.725,3275,51.3301712,615.6458702,6047.085288,66872.81566,Yes,231918.6749,24.81221212,147.5794484,85.76665663,4126.408136,40,45_and_up,1,807.3326319,8,Motorcycle_or_truck,Hightech,410.1868266,0,Yes
Purples,1,263.8142389,37192.83114,Social,87.93807962,Yes,422.9434086,Yes,Female,By_16:00,0.789606661,0.167108009,919.099377,4.55677696,12.645366,0.778,9222,78.79180035,403.1537165,5035.741519,51925.06317,Yes,178881.1269,20.07868812,130.9295347,19.27649619,7831.043927,70,45_and_up,2,676.4963357,11,Foot_or_bicycle,Student_or_Unemployed,542.7273,0,Yes
Violets,9,496.8519001,26006.78729,Financial,165.6173,No,157.0294123,Yes,Female,After_16:00,0.950720628,0.13942656,693.589201,7.572428684,56.95775347,11.268,4732,11.47614608,44.16508155,1658.624286,11726.73684,Yes,24658.23633,6.645681421,626.8358698,96.8296628,27604.70737,60,45_and_up,3,175.53913,8,Foot_or_bicycle,Services_or_Retail,240.1752308,1,Yes
Khakis,10,59.88147069,1241.495593,Financial,19.96049023,No,62.19765042,Yes,Female,After_16:00,0.432969493,0.631273402,241.8108664,4.954416365,69.69244755,8.652,7348,90.33600495,99.70168793,821.37988,10536.6966,No,3868.547718,9.985073256,735.4077318,22.55287487,428.3816604,60,45_and_up,3,128.6295779,9,Car,Industry_or_other,65.3565875,0,No
Yellows,4,-29.1703734,-1714.082859,Healthcare,,Yes,176.283262,Yes,Female,By_16:00,0.531599713,0.659350237,427.6992546,6.405728678,24.7628215,10.016,3984,33.32237785,325.2436261,2413.319872,38764.03542,No,31075.78846,18.03451208,375.6814756,82.22414451,94.82217378,80,30-45,2,522.2547609,14,Public_or_other,Student_or_Unemployed,423.8143426,0,Yes
Khakis,7,676.3808951,98058.71325,Social,225.4602984,No,434.9267431,Yes,Female,By_16:00,0.540487921,0.758824308,424.1656167,6.350963346,20.70833815,10.032,5968,79.91225568,470.5066202,5290.280671,50458.88247,No,189161.2718,21.69116457,273.6393669,74.55797179,51067.80643,70,30-45,2,584.8746808,9,Motorcycle_or_truck,Services_or_Retail,235.8520965,0,Yes
Yellows,10,1047.961509,98592.21413,Social,349.320503,Yes,282.2399868,Yes,Female,After_16:00,0.80146585,0.209588037,817.8027489,9.631511504,18.52753516,5.501,8499,68.72723855,354.9425553,3532.284978,41301.82564,No,79659.41012,18.83991919,300.3440435,49.85098662,122384.1343,70,45_and_up,3,523.9405908,12,Public_or_other,Student_or_Unemployed,352.5365847,0,Yes
Reds,6,322.7765307,45153.14686,Foreign_Affairs,107.5921769,No,419.6694236,Yes,Female,By_16:00,0.873213161,0.364613918,786.2164178,1.496839633,3.995205741,2.998,9002,20.60685954,514.7079794,5226.110195,61684.68055,Yes,176122.4251,22.68717654,115.3500698,17.95323072,11693.6687,40,Below_30,1,795.9359064,6,Foot_or_bicycle,Public_Sector,581.4635651,0,Yes
Greys,4,162.2824608,28895.50189,Foreign_Affairs,54.09415358,Yes,534.1705152,No,Male,By_16:00,0.201943433,0.112222001,265.8079136,0.950889539,92.35665998,8.986,3014,18.97265753,668.3072892,6678.319731,73768.00876,,285338.1393,25.85163997,172.1641919,,2990.271606,40,45_and_up,3,898.8615871,6,Foot_or_bicycle,Hightech,487.9359507,1,No
Blues,1,1361.654903,320881.2434,Healthcare,453.8849678,No,706.9660071,No,Female,By_16:00,0.765680233,0.176346052,100.0978842,8.466475781,24.18742718,10.273,3727,13.90056179,530.8608951,8131.381861,69701.08976,Yes,499800.9352,23.04041873,264.309833,31.57420149,206475.449,80,30-45,2,879.2061027,14,Foot_or_bicycle,Hightech,661.4693929,2,Yes
Greys,10,368.5473556,63371.23524,Military,122.8491185,Yes,515.846072,No,Male,After_16:00,0.779091353,0.843437537,222.0337098,5.633363202,57.58720716,4.796,7204,47.23309476,652.0304665,6462.521653,72831.34344,Maybe,266097.17,25.53488724,153.8378924,80.19288604,15224.75504,30,30-45,2,897.0973075,9,Motorcycle_or_truck,Student_or_Unemployed,517.3705608,0,Yes
Violets,3,306.8281823,5797.017676,Environment,102.2760608,Yes,56.68010317,Yes,Female,By_16:00,0.547003356,0.870010496,949.364675,6.863002079,8.04504368,10.676,5324,91.72109491,11.78525846,590.3715486,10977.32638,Maybe,3212.634095,3.432966423,667.8621685,33.10035991,10572.66867,90,45_and_up,4,213.4691766,11,Foot_or_bicycle,Hightech,394.3888673,0,Yes
Khakis,10,706.4366515,2985.155792,Social,235.4788838,No,12.67695746,Yes,Male,After_16:00,0.653299635,0.432239502,632.4278468,6.446727561,71.43497989,8.561,7439,42.19072561,12.40692241,151.5834194,,Yes,160.7052503,3.522346152,846.2979437,80.03946701,55695.78362,70,45_and_up,3,16.98054317,11,Foot_or_bicycle,Industry_or_other,9.093234517,0,No
Purples,8,640.6582331,77165.93656,Financial,213.5527444,No,361.3436895,Yes,Female,After_16:00,0.444803746,0.955423916,642.2693075,5.697110477,50.45468023,3.421,6579,83.96397559,470.0419204,4553.520736,50685.53367,Yes,130569.2619,21.68045019,243.8070074,95.11736149,45828.32738,60,30-45,0,610.0272564,8,Car,Industry_or_other,301.7103182,1,No
Khakis,1,204.5385267,1141.946357,Education,68.17950889,Yes,16.74911386,Yes,Female,After_16:00,0.918452099,0.605623478,197.5330026,1.816666089,50.22893636,8.612,7388,85.67415089,487.05028,1141.591699,40144.86259,Maybe,280.532815,22.06921566,668.023939,18.66611158,4726.624942,100,45_and_up,1,459.5007125,,Motorcycle_or_truck,Industry_or_other,38.96109825,0,Yes
Purples,9,374.1818543,48065.92096,Financial,,No,385.3681337,Yes,Male,By_16:00,0.757056974,0.715963953,361.9808014,5.45007139,90.03370057,5.741,4259,42.3901615,382.8247773,4619.330892,49177.70337,No,148508.5985,19.56590855,165.3601005,42.30482455,15691.62285,60,30-45,3,643.9587414,9,Motorcycle_or_truck,Hightech,521.7592568,3,No
Browns,9,648.0767215,109165.8065,Financial,216.0255738,No,505.3374219,No,Female,By_16:00,0.019918075,0.218158914,218.7180491,6.909964916,57.98631138,1.494,8506,75.85813215,437.3711482,5928.116515,53968.68281,No,255365.9099,20.91342029,79.29251171,33.08140025,46893.07413,60,30-45,2,669.9994013,6,Foot_or_bicycle,Hightech,451.6632514,0,No
Khakis,4,213.2486198,3784.884557,Environment,71.08287326,No,53.24608283,Yes,Female,After_16:00,0.977442795,0.18882496,308.0190388,3.050370556,26.4941199,12.324,3676,49.81046414,144.578253,821.6173344,13711.03765,Maybe,2835.145337,12.02406974,724.5157022,70.17404544,5133.857744,90,Below_30,3,162.3927316,13,Car,Services_or_Retail,53.89539119,0,Yes
Khakis,4,908.419402,76105.36156,Social,302.8064673,Yes,251.3333425,Yes,Male,After_16:00,0.191365923,0.634141946,836.5951166,2.37027508,17.45424489,9.678,6322,66.22552301,274.1892311,3061.711887,,No,63168.44905,16.55866031,450.9818729,5.766636319,,70,30-45,1,371.4384969,12,Car,Industry_or_other,199.0697094,0,No
Turquoises,10,645.4343075,18883.3995,Healthcare,215.1447692,Yes,87.77066518,Yes,Male,After_16:00,0.152008168,0.195445569,543.153567,5.887419099,30.41912431,7.064,8936,42.18929654,40.30524046,958.3171327,4887.935192,No,7703.689666,6.348640835,789.8449405,16.15528604,46512.41647,80,45_and_up,1,48.77818831,13,Car,Industry_or_other,7.452810759,0,No
Greens,2,77.84205827,7131.827643,Education,25.94735276,No,274.8576207,Yes,Female,After_16:00,,0.634219848,908.900491,9.149288877,53.45792957,1.557,8443,59.52283901,489.9896798,3728.555567,58193.63415,Maybe,75546.71167,22.13571051,256.5974328,11.29248182,709.2124678,100,Below_30,3,779.8216959,14,Car,Hightech,622.690444,0,Yes
Purples,9,149.081541,21058.52914,Social,49.69384701,Yes,423.7653232,Yes,Female,By_16:00,0.451936059,0.673435842,257.0926333,3.378990609,62.59209488,0.463,9537,92.12806625,451.5584548,5140.770142,57199.1967,Maybe,179577.0492,21.24990482,137.0431915,65.95769413,2529.172278,70,Below_30,3,750.3119639,11,Motorcycle_or_truck,Industry_or_other,603.0656446,0,No
Khakis,5,202.0258012,13491.82751,Social,67.34193373,No,200.3480857,Yes,Male,By_16:00,0.211550703,0.281053141,298.3381152,3.502998755,22.33304845,6.093,9907,8.181965002,406.5870348,2816.654927,40370.8593,No,40139.35546,20.16400344,439.0825759,13.2558034,4612.277972,70,Below_30,2,482.4409455,11,Car,Industry_or_other,192.9556112,0,No
Browns,7,126.7295126,12957.5007,Financial,42.24317085,Yes,306.7359869,Yes,Female,By_16:00,0.070067161,0.964619973,219.6795472,6.455765155,69.7276576,0.18,9820,74.75153848,378.685923,3824.731714,45038.31678,Yes,94086.96563,19.45985413,243.7464703,98.34143315,1836.728654,60,Below_30,2,578.641607,5,Public_or_other,Student_or_Unemployed,414.3013553,0,Yes
Violets,10,631.5264365,58551.61947,Healthcare,210.5088122,No,278.1433179,,Male,By_16:00,0.403143616,0.902272156,721.0811758,5.884665502,62.44865675,12.17,,52.98222869,403.1468879,3587.726955,47117.65003,Yes,77363.70531,20.07851807,249.2195417,60.9952233,44534.46881,80,45_and_up,3,611.0261525,10,Car,Industry_or_other,440.7592431,1,No
Purples,9,261.699038,32854.08999,Social,87.23301266,No,376.6245024,Yes,Male,After_16:00,0.303523172,0.366588053,515.671402,8.950834319,26.12541802,0.868,9132,25.72633303,419.8468208,4605.938666,52629.02322,Yes,141846.0158,20.490164,155.2320479,13.19799474,7706.831511,70,Below_30,3,690.2780894,10,Public_or_other,Industry_or_other,549.5070009,0,Yes
Khakis,2,64.27280892,535.4643452,Healthcare,21.42426964,Yes,24.99335353,Yes,Male,By_16:00,0.447601133,0.233931381,600.1743034,7.962172984,47.43996502,12.02,3980,95.05887586,98.5563125,447.0461603,9421.017766,Yes,624.6677206,9.927553198,768.6304268,99.87430687,490.4235992,80,Below_30,0,115.3657939,13,Foot_or_bicycle,Services_or_Retail,48.3315546,0,No
Pinks,9,715.8129534,172535.9786,Social,238.6043178,Yes,723.1050142,No,Female,By_16:00,0.369678855,0.793909163,540.3420534,9.347685443,3.782377369,0.898,9102,84.14285863,679.891345,8590.832832,78978.34552,No,522880.8616,26.07472617,288.6680663,,57180.62478,70,45_and_up,1,951.4790745,8,Public_or_other,Student_or_Unemployed,534.5327252,0,Yes
Greys,7,790.9041304,108057.6358,Foreign_Affairs,263.6347101,No,409.8763615,Yes,Male,After_16:00,0.181891688,0.962403992,175.5603505,4.121670057,71.82789622,4.272,7728,29.00661919,511.9928123,5122.74924,58309.8705,No,,22.62725817,103.0853528,72.93169531,69776.89509,40,30-45,2,727.4887188,10,Foot_or_bicycle,Student_or_Unemployed,451.4151032,1,No
Khakis,3,495.4996517,30374.05101,Financial,165.1665506,No,183.8995299,Yes,Female,After_16:00,0.555937486,0.44266964,250.7056291,4.242903802,82.88914445,6.217,9783,94.48976221,276.2321965,2391.459692,26116.31018,Maybe,33819.03712,16.62023455,602.2751703,23.19732562,27455.15597,60,Below_30,1,,11,Foot_or_bicycle,Student_or_Unemployed,38.75836733,2,No
Browns,2,555.8272494,63882.15286,Education,185.2757498,Yes,344.7950039,Yes,Female,After_16:00,0.337119821,0.024231068,1.112252008,1.823701595,21.31200549,2.655,7345,79.10735775,393.8968044,4235.743647,47142.70401,Maybe,118883.5947,19.84683361,202.5037486,80.45756756,34522.37921,100,Below_30,3,601.3658547,9,Motorcycle_or_truck,Services_or_Retail,424.7584607,1,Yes
Turquoises,5,70.67183936,8991.235611,Healthcare,23.55727979,Yes,381.6754605,Yes,Male,After_16:00,0.371396816,0.559221238,374.6028591,6.71816777,6.124549219,8.044,7956,5.13043236,92.33748691,4001.429579,20236.57897,Maybe,145676.1571,9.609239664,479.6984835,38.00687059,588.5027107,80,45_and_up,2,259.5560057,13,Foot_or_bicycle,Industry_or_other,276.5694428,0,Yes
Khakis,7,159.3894166,4003.004079,Environment,53.12980554,No,75.34384962,Yes,Male,By_16:00,0.81766195,0.961173148,659.6445646,4.267691087,31.41135196,6.862,9138,51.62566141,472.5858861,1698.610268,46438.51475,Maybe,5676.695675,21.7390406,462.1997021,16.74369462,2885.906042,90,30-45,1,592.661648,11,Public_or_other,Hightech,319.599931,0,No
Khakis,1,262.2323667,1506.232704,Financial,,Yes,17.23165667,Yes,Female,After_16:00,0.364279499,0.446709841,975.8049734,1.389191423,65.53071549,10.776,5224,95.14294204,436.325341,1044.967249,42500.81375,Yes,296.9299918,20.88840207,520.03493,51.06809861,7738.056804,60,45_and_up,2,553.1518053,10,Foot_or_bicycle,Hightech,317.4716655,0,Yes
Purples,7,649.5217832,106413.9148,Healthcare,216.5072611,Yes,491.5027525,Yes,Female,After_16:00,0.138696269,0.086516184,248.6192617,7.165194426,5.754601769,5.739,4261,37.01159901,443.638321,5802.304167,55649.81136,Maybe,241574.9557,21.06272349,58.50317911,16.94131526,47101.90136,80,30-45,4,705.0160443,12,Foot_or_bicycle,Public_Sector,513.1825602,1,Yes
Greys,2,192.8183126,27157.1508,Foreign_Affairs,64.27277086,No,422.529641,Yes,Female,After_16:00,0.117080237,0.184091413,220.9172724,4.675385335,65.45408701,4.19,7810,19.3893078,475.1000832,5175.496577,56939.63247,No,178531.2975,21.79679066,82.08843326,17.5824265,4205.261844,40,45_and_up,2,725.2478632,9,Motorcycle_or_truck,Student_or_Unemployed,510.8096484,2,Yes
Turquoises,6,353.7511776,41345.31049,Healthcare,117.9170592,No,350.6304412,Yes,Male,By_16:00,0.930579379,0.816239274,848.8551937,8.762099096,57.56856361,9.445,6555,54.29909518,163.7804505,3833.865313,26084.24328,Maybe,122941.7063,12.79767363,416.2651317,0.431183097,14032.34991,80,45_and_up,1,335.0978352,10,Public_or_other,Services_or_Retail,305.2647712,0,Yes
Purples,1,86.56309901,12033.51735,Financial,28.85436634,Yes,417.0432026,Yes,Female,By_16:00,0.434903724,0.814372126,657.290149,7.376844133,50.31334157,2.831,7169,27.94010367,453.9157192,5078.263464,53261.56435,Yes,173925.0328,21.30529791,118.7381862,84.07854531,871.428823,60,30-45,2,664.5452583,12,Public_or_other,Student_or_Unemployed,428.6335815,0,No
Turquoises,2,141.1320123,12471.26945,Environment,47.04400409,Yes,265.0979585,Yes,Female,After_16:00,0.625401665,,487.5050739,6.887668679,22.30568277,9.814,6186,24.36380729,183.7091804,3018.397946,23521.42357,Yes,70276.9276,13.55393597,502.7176692,45.57788416,2270.182325,90,45_and_up,3,285.7181418,11,Motorcycle_or_truck,Student_or_Unemployed,187.7401671,1,Yes
Whites,7,517.1298983,48191.41103,Healthcare,172.3766328,Yes,279.5704398,Yes,Female,By_16:00,0.340559856,0.745733985,593.2738089,3.566027724,33.75706526,4.774,5226,73.5263678,292.0706631,3379.845724,40056.85005,Yes,78159.63079,17.09007499,303.6235859,81.79758496,29896.08016,80,30-45,0,550.3532392,9,Car,Hightech,519.0651968,0,Yes
Turquoises,8,123.7946286,17918.82683,Healthcare,41.26487621,No,434.2391999,Yes,Male,By_16:00,0.565500012,0.556666537,227.0121959,9.080530375,7.176660933,8.655,7345,76.20534571,162.4628311,4667.317661,29488.06601,No,188563.6827,12.74609082,359.2534267,84.41224692,1754.054885,80,45_and_up,1,387.6616228,13,Public_or_other,Public_Sector,396.0423096,0,No
Whites,2,878.9489729,88382.14198,Education,292.982991,Yes,301.6630477,Yes,Female,After_16:00,0.034667015,0.169273,897.5757782,2.387282576,30.26311032,0.48,9520,55.17976615,314.6902026,3646.010882,42547.7621,Maybe,91000.59435,17.73950965,273.3576789,26.81428799,86142.01598,100,30-45,4,579.5673584,11,Car,Hightech,,1,Yes
Purples,7,214.4570917,30563.4265,Social,,Yes,427.5460363,Yes,Female,By_16:00,0.055619033,0.515535596,401.7001679,6.836559162,23.63737612,1.802,8198,9.803194529,338.7635412,4952.987445,46108.62243,Yes,182795.6131,18.40553018,177.0733848,48.15279644,5191.690604,70,Below_30,,602.8430194,13,Public_or_other,Services_or_Retail,510.4024574,1,Yes
Oranges,5,710.9008917,136405.0156,Other,236.9669639,No,575.6288277,No,Male,After_16:00,0.64203535,0.380254832,476.1707294,,24.69372307,3.693,8307,81.11611356,425.1386116,6606.5655,49625.42245,Maybe,331348.5473,20.61888968,268.5628389,87.03914476,56400.30894,50,45_and_up,4,566.8972733,8,Foot_or_bicycle,Student_or_Unemployed,253.4192802,0,Yes
Turquoises,2,86.0831646,6663.198725,Environment,28.6943882,Yes,232.2126082,Yes,Male,By_16:00,0.372366172,0.530229945,713.7326389,8.022046578,58.09159051,7.686,8314,59.50620582,94.07357025,2510.273223,13220.53422,Yes,53922.69541,9.699153069,,52.15703768,862.0623023,90,45_and_up,2,145.8664797,15,Motorcycle_or_truck,Public_Sector,75.95801126,0,Yes
Khakis,4,376.9296608,19187.13481,Environment,125.6432203,No,152.7112626,Yes,Male,After_16:00,0.161920727,0.271947069,754.086958,2.521386254,28.39294882,6.18,9820,86.0679646,339.0998442,2205.312315,33468.50189,Yes,23320.72973,18.41466384,510.0994964,62.08434566,15921.86202,90,45_and_up,2,401.8614836,15,,Public_Sector,162.800995,1,No
Browns,5,368.8382421,62648.92714,Social,122.9460807,Yes,509.5642479,No,Male,By_16:00,0.873708627,0.611523812,87.92798221,7.267695013,25.23735187,6.756,3244,17.02704704,466.9468752,6029.536229,57274.26694,Maybe,259655.7227,21.60895359,36.00830166,78.49057624,15248.68484,70,30-45,1,715.9026278,6,Foot_or_bicycle,Services_or_Retail,489.3880308,0,Yes
Greys,6,946.6616797,147870.5586,Military,315.5538932,Yes,468.6063514,Yes,Male,After_16:00,0.724165048,0.52904305,339.8264782,3.122558587,32.05365899,6.482,5518,77.74327004,474.3403543,5634.744223,,Maybe,219591.9126,21.77935615,69.21196433,47.96708627,99899.81342,30,45_and_up,,695.720932,8,Foot_or_bicycle,Public_Sector,443.9079558,0,No
Reds,2,155.9609916,19237.80682,Foreign_Affairs,51.9869972,No,370.0503559,Yes,Male,After_16:00,0.214455416,0.229687189,499.5941517,5.719130458,90.39412369,8.895,3105,49.33268488,474.7249936,4649.953547,57065.98607,No,136937.2659,21.78818473,143.8970299,70.54036111,2764.634875,40,30-45,3,742.4560196,8,Motorcycle_or_truck,Industry_or_other,556.3969794,0,Yes
Browns,6,892.1184852,156505.1907,Education,297.3728284,Yes,526.292841,No,Male,By_16:00,0.954176477,0.850052269,346.93817,4.129982928,99.44789801,3.899,6101,9.9564031,466.7246713,6196.377752,57394.37952,Yes,276984.1544,21.6038115,45.68292187,93.76215073,88737.9719,100,30-45,1,714.1907821,,Motorcycle_or_truck,Hightech,483.0185876,0,No
Purples,2,233.7190997,37373.13087,Education,77.90636656,Yes,479.7185714,Yes,Male,After_16:00,0.525885578,0.564043803,865.9904455,9.707582174,92.63641464,3.083,6917,73.18194814,487.5285834,5772.242881,58698.81352,Yes,230129.9078,22.08004944,23.87673932,7.262482354,6157.308317,100,30-45,2,737.6456502,16,Motorcycle_or_truck,,501.796136,0,No
Khakis,5,658.9585024,,Social,219.6528341,No,40.03831903,Yes,Male,After_16:00,0.65417694,0.289769016,176.3307205,9.512774802,79.72338952,10.888,5112,22.97636846,173.475094,747.3333784,15650.4713,No,1603.066991,13.17099442,723.1642763,99.34000643,48477.02037,70,30-45,2,183.8664676,9,Car,Industry_or_other,47.4701022,1,Yes
Khakis,2,336.7035526,49.11790055,Financial,112.2345175,Yes,0.437636314,Yes,Female,By_16:00,0.932860796,0.926964746,766.5016328,9.915732408,41.67116047,6.134,9866,18.98583225,2.562553855,9.501470849,233.2905427,Maybe,0.191525543,1.600797881,863.7713954,18.48701795,12718.82144,60,45_and_up,1,2.803245078,8,Motorcycle_or_truck,Student_or_Unemployed,0.906365955,0,No
